customer_id,customer_name,age,gender,registration_date
249,Falan Barad,25,Female,2/24/2024
250,Samesh Bal,64,Male,8/23/2024
251,Noah Nadig,25,Female,6/8/2022
252,Hamsini Lalla,22,Female,10/7/2024
253,Ucchal Tata,19,Female,5/27/2023
254,Eesha Wali,45,Male,10/14/2024
255,Nikita Koshy,56,Male,5/18/2022
256,Gayathri Sachdeva,57,Male,12/14/2022
257,Aradhana Parikh,41,Female,3/25/2022
258,Kai Kunda,47,Male,2/16/2023
259,Yoshita Mahal,21,Female,1/24/2023
260,Oni Buch,41,Male,8/10/2022
261,Raksha Saraf,37,Male,2/4/2024
262,Caleb Lanka,45,Male,7/20/2022
263,Udant Mittal,58,Female,10/24/2022
264,Samesh Bhalla,31,Male,9/17/2024
265,Kavya Chana,58,Male,1/20/2025
266,Kritika Palan,59,Female,7/5/2022
267,Gagan Gupta,65,Male,6/15/2024
268,Zinal Krishnan,62,Female,12/23/2022
269,Vasatika Batta,59,Male,11/13/2023
270,Jatin Padmanabhan,42,Female,10/29/2023
271,Niharika Bajaj,28,Female,12/1/2024
272,Neel Sangha,47,Female,2/25/2022
273,Henry Murty,52,Male,12/28/2024
274,Ojas Barad,30,Male,6/6/2023
275,Harsh Sandhu,53,Female,7/23/2024
276,Chameli Sankar,18,Male,2/1/2024
277,Jyoti Krishnamurthy,37,Male,8/27/2023
278,Aarush Dayal,57,Male,10/31/2023
279,Vasana Chakraborty,20,Male,9/4/2024
280,Ayush Sha,44,Male,12/7/2024
281,Gaurang Warrior,23,Male,8/8/2022
282,Vaishnavi Chakrabarti,43,Female,7/20/2023
283,Eiravati Yogi,48,Male,5/20/2022
284,Hema Issac,24,Male,2/23/2023
285,Jack Comar,42,Male,9/20/2024
286,Neel Mane,46,Female,1/11/2025
287,Brinda Garde,63,Female,6/29/2022
288,Aarna Shah,59,Male,9/7/2022
289,Vedant Nair,55,Female,7/9/2022
290,Jackson Ahuja,53,Female,2/9/2022
291,Victor Cheema,57,Female,8/6/2023
292,Sneha Walla,37,Male,9/30/2022
293,Yashawini Dixit,53,Female,10/2/2022
294,Jason Varma,27,Male,10/24/2023
295,Shaurya Khosla,65,Male,6/16/2024
296,Geetika Mallick,59,Male,9/18/2024
297,Barkha Chaudry,28,Male,9/21/2023
298,Patrick Jain,45,Female,4/28/2024
299,Xavier Garg,46,Female,6/18/2023
300,Zarna Goyal,27,Female,1/4/2023
301,Sathvik Sathe,39,Male,7/12/2024
302,Vasatika Patil,47,Female,8/18/2022
303,Nathaniel Narula,57,Male,10/16/2023
304,Chandresh Amble,60,Female,4/29/2023
305,Ira Dada,26,Female,10/24/2022
306,Thomas Seth,21,Male,8/17/2022
307,Jalsa Agate,63,Female,12/11/2022
308,Azaan Dhaliwal,60,Female,12/4/2023
309,Xalak Dube,25,Female,3/10/2022
310,Rayaan Bath,19,Female,4/5/2024
311,Hredhaan Varughese,31,Female,11/17/2023
312,Meghana Pillay,52,Female,7/6/2024
313,Fariq Devan,28,Male,9/1/2023
314,Zarna Sawhney,61,Male,6/3/2022
315,Ekalinga Bal,44,Male,6/24/2024
316,Udyati Mangat,24,Female,1/21/2024
317,Wridesh Natarajan,31,Male,12/18/2023
318,Watika Nath,54,Female,4/16/2022
319,Nandini Ram,37,Female,12/10/2023
320,Qasim Aggarwal,61,Female,9/10/2023
321,Ubika Soni,53,Female,8/29/2022
322,Zarna Contractor,21,Male,5/11/2024
323,Devika Kade,51,Male,6/11/2023
324,Kai Majumdar,25,Female,2/19/2023
325,Keya Muni,59,Female,9/16/2024
326,Zarna Talwar,52,Male,4/7/2024
327,Pushti Ganguly,21,Male,7/10/2022
328,Kevin Pradhan,43,Male,6/27/2024
329,Mason Chandra,49,Female,7/31/2024
330,Upkaar Chawla,46,Female,11/11/2023
331,Azad Goyal,44,Female,2/16/2024
332,Tarak Chana,48,Male,12/23/2023
333,Faras Karpe,54,Male,9/25/2024
334,Bhavika Rama,34,Female,5/2/2022
335,Rudra Seshadri,32,Male,12/21/2022
336,Ucchal Wagle,40,Male,9/22/2022
337,Abhiram Minhas,65,Female,3/9/2023
338,Anya Saraf,37,Female,6/1/2022
339,Bhanumati Pal,31,Female,4/8/2022
340,Robert Dara,55,Male,7/24/2023
341,Robert Salvi,63,Female,2/1/2023
342,Damini Prakash,45,Male,9/23/2023
343,Yashvi Munshi,32,Male,9/6/2024
344,Lavanya Bandi,42,Female,2/18/2023
345,Jagvi Bhatt,50,Female,9/17/2023
346,Tarak Tella,48,Female,10/10/2023
347,Yachana Subramaniam,22,Male,9/30/2023
348,Suhani Dixit,27,Female,8/12/2022
349,Arin Sundaram,60,Female,4/11/2022
350,Fitan Gera,34,Male,2/8/2023
351,Fariq Seshadri,30,Male,1/1/2023
352,Abdul Sidhu,38,Male,2/13/2023
353,Panini Bajwa,24,Female,5/28/2024
354,Sudiksha Kant,53,Female,7/12/2022
355,Rishi Sarraf,53,Male,10/15/2024
356,Abhimanyu Saraf,33,Female,5/5/2023
357,Gayathri Nair,42,Female,8/18/2023
358,Brijesh Dugar,46,Female,10/14/2024
359,Peter Saran,37,Male,10/25/2024
360,Viraj Bhardwaj,19,Male,4/11/2022
361,Anjali Sharaf,31,Female,4/17/2022
362,Lekha Gera,41,Female,10/27/2022
363,Leena Khosla,50,Female,6/30/2023
364,Rishi Walia,50,Male,9/28/2024
365,Neel Prakash,60,Male,3/10/2023
366,Ayaan Bali,23,Female,6/17/2022
367,Chatresh Sibal,63,Female,4/2/2022
368,Sanaya Buch,60,Female,9/6/2023
369,Ekbal Dada,41,Male,7/4/2023
370,Indrajit Varughese,52,Male,12/23/2022
371,Avni Pathak,65,Female,6/17/2024
372,Shivani Behl,38,Female,5/11/2022
373,Mekhala Setty,40,Male,4/21/2024
374,Harsh Barad,54,Male,10/21/2022
375,Qushi Edwin,23,Female,4/21/2024
376,Kiaan Comar,33,Female,1/18/2025
377,Ekani Ramachandran,48,Male,8/18/2024
378,Siya Garde,40,Male,9/30/2023
379,Kavya Chopra,63,Female,9/29/2022
380,Raghav Chopra,59,Male,7/2/2023
381,Upasna Char,18,Male,12/27/2022
382,Anamika Sami,46,Female,4/17/2023
383,Oni Bumb,49,Female,7/9/2024
384,Ekani Murthy,64,Male,3/23/2024
385,Nimrat Magar,52,Female,10/7/2023
386,Xavier Wali,41,Female,3/18/2024
387,Ishwar Pandya,38,Male,4/29/2024
388,Dipta Sridhar,56,Female,3/30/2022
389,Timothy Kohli,63,Female,6/17/2023
390,Yasti Dutt,38,Male,6/24/2022
391,Geetika Srivastava,52,Male,12/23/2024
392,Pushti Subramanian,53,Female,9/24/2022
393,Qasim Saini,18,Male,2/8/2024
394,Prisha Choudhry,61,Female,4/30/2024
395,Avi Khalsa,47,Male,6/22/2024
396,Xavier Bajaj,45,Male,10/5/2024
397,Upasna Savant,57,Male,5/31/2023
398,Yashawini Merchant,30,Female,12/8/2023
399,Naksh Choudhary,53,Male,1/19/2025
400,Laban Kala,62,Female,9/3/2023
401,Rishi Raja,29,Female,10/6/2024
402,Yatan Dutta,65,Male,9/12/2023
403,Saksham Dutt,38,Male,11/8/2022
404,Devika Acharya,37,Male,1/16/2024
405,Raksha Garg,58,Male,8/20/2024
406,Meghana Buch,25,Male,5/11/2023
407,Leela Pandey,54,Female,7/24/2024
408,Ekantika Taneja,57,Male,9/21/2024
409,Aachal Banerjee,38,Male,7/12/2024
410,Ishaan Khurana,61,Female,3/4/2024
411,Pahal Puri,36,Male,11/10/2023
412,Pallavi Sanghvi,41,Male,11/7/2023
413,Devansh Ramanathan,51,Male,8/4/2024
414,Ekapad Devi,25,Male,7/16/2022
415,Matthew Narula,18,Male,9/22/2023
416,Frederick Seth,34,Male,4/21/2022
417,Qadim Mukherjee,54,Male,7/6/2023
418,Wahab Sen,18,Male,3/24/2022
419,Dakshesh Ramakrishnan,65,Male,8/17/2022
420,Neha Dave,20,Male,4/25/2022
421,Anmol Palla,61,Female,2/23/2023
422,Pahal Thakur,24,Female,2/13/2023
423,Yashawini Sule,28,Female,1/19/2025
424,Ekaja Manda,61,Male,7/23/2024
425,Jalsa Magar,57,Male,12/17/2022
426,Nicholas Salvi,20,Female,3/27/2023
427,Yasti Aurora,59,Male,11/22/2022
428,Anita Pant,33,Male,9/14/2023
429,Hemangini Viswanathan,33,Female,12/26/2023
430,Parth Kade,54,Male,6/19/2022
431,Dalbir Arya,21,Male,2/21/2024
432,Warda Gade,22,Female,1/20/2025
433,Charan Prasad,39,Male,11/17/2024
434,Dayamai Rai,59,Male,1/20/2024
435,Omya Saini,60,Female,7/26/2024
436,Jatin Kakar,60,Male,11/25/2022
437,Damini Wadhwa,21,Male,10/9/2022
438,Pratyush Keer,58,Male,6/19/2024
439,Manbir Patla,65,Female,8/25/2022
440,Sai Jha,52,Female,11/8/2022
441,Faraj Nair,50,Male,1/4/2023
442,Wazir Choudhary,64,Female,2/22/2022
443,Ekalinga Ganesh,63,Female,3/30/2023
444,Priya Doctor,50,Male,10/8/2024
445,Ekaraj Barman,54,Female,8/15/2024
446,Chanchal Gade,43,Female,6/8/2022
447,Fiyaz Khosla,34,Female,10/9/2022
448,Jason Hayre,27,Male,5/19/2024
449,Chanchal Parmar,57,Male,1/4/2025
450,Oscar Sahota,48,Female,4/25/2024
451,Nitara Agate,22,Female,2/23/2022
452,David Shroff,36,Male,6/3/2024
453,Prisha Doctor,32,Male,11/5/2022
454,Amruta Ganesh,51,Male,9/24/2023
455,Timothy Sura,51,Female,12/3/2023
456,Raagini Mani,63,Male,6/18/2022
457,Sachi Iyengar,53,Male,7/26/2023
458,Urvi Dani,60,Male,1/6/2024
459,Rachana Batta,21,Male,9/27/2022
460,Bhavini Arora,56,Female,5/25/2024
461,Triveni Pandey,25,Male,4/11/2024
462,Baghyawati Sankar,25,Female,2/6/2025
463,Advaith Krishnan,61,Female,9/27/2024
464,Sanya Bora,65,Female,6/28/2024
465,Balendra Maharaj,26,Female,2/23/2023
466,Upasna Parikh,54,Male,12/29/2022
467,Abhiram Arya,61,Female,2/20/2022
468,Simon Barad,47,Female,2/2/2023
469,Yashoda Bahl,29,Male,10/11/2024
470,Samesh Bains,44,Female,5/3/2022
471,Isaac Sarna,62,Female,8/27/2022
472,Advay Bora,41,Male,4/22/2023
473,Liam Kumer,64,Female,12/10/2024
474,Jacob Kala,53,Male,8/29/2022
475,Leela Butala,33,Male,5/1/2024
476,Bakhshi Mand,42,Male,11/28/2022
477,Rachit Doctor,32,Male,5/5/2024
478,Krishna Ray,38,Female,4/11/2023
479,Lekha Dar,47,Male,8/1/2024
480,Xalak Reddy,62,Male,4/12/2024
481,Shaurya Murthy,31,Female,5/8/2023
482,Jyoti Garg,61,Female,9/15/2023
483,Urvi Menon,40,Female,1/17/2025
484,Charles Tak,31,Male,8/17/2022
485,Priya Saraf,56,Female,10/7/2023
486,Zayan Radhakrishnan,19,Male,2/5/2024
487,Ojas Narayanan,60,Female,10/16/2024
488,Arjun Khare,51,Female,10/16/2022
489,Wazir Khare,40,Male,8/9/2023
490,Sara Minhas,59,Male,8/12/2023
491,Zinal Peri,59,Male,6/20/2024
492,Lekha Parmer,36,Female,8/26/2023
493,Pahal Lalla,27,Female,4/26/2023
494,Avni Sastry,26,Male,1/11/2023
495,Daksh Hayre,33,Female,6/15/2023
496,Falan Sura,40,Female,12/5/2023
497,Widisha Pall,23,Female,3/29/2022
498,Devansh Sarna,46,Female,6/19/2023
499,Bhavini Purohit,27,Female,6/28/2024
500,Faris Lall,20,Male,9/29/2024
501,Chaman Maharaj,45,Female,10/7/2024
502,Yoshita Kumer,39,Female,8/2/2022
503,Shivansh Puri,25,Male,3/24/2023
504,Bhavani Ramaswamy,54,Female,9/7/2022
505,Eta Sami,48,Female,8/9/2023
506,Shravya Batra,39,Male,9/11/2022
507,Tanish Apte,20,Male,5/13/2022
508,Nitesh Varma,38,Female,9/1/2024
509,Zashil Natt,37,Male,12/27/2023
510,Faris Kakar,23,Female,1/10/2023
511,Neel Chokshi,47,Male,7/29/2022
512,Widisha Chauhan,40,Male,1/10/2023
513,Upkaar Varughese,64,Male,9/10/2022
514,Fiyaz Thaman,36,Female,6/12/2022
515,Nathan Savant,51,Male,12/29/2023
516,Daksha Raghavan,60,Male,9/20/2024
517,Qarin Chand,53,Male,11/4/2023
518,Kevin Sarraf,57,Female,10/2/2023
519,Qarin Sabharwal,51,Male,4/4/2022
520,Ansh Bumb,46,Male,3/4/2023
521,Sachi Pal,60,Female,9/21/2023
522,Falguni Karnik,37,Female,8/30/2024
523,Ansh Issac,40,Female,2/10/2023
524,Ojasvi Thaker,57,Female,8/31/2024
525,Wyatt Khatri,41,Female,4/10/2023
526,Banjeet Andra,35,Male,3/21/2023
527,Kashvi Prabhakar,32,Female,5/21/2024
528,Xalak Bhagat,50,Female,4/4/2024
529,Naveen Nagarajan,35,Female,10/10/2022
530,Ekaja Oommen,36,Male,11/12/2023
531,Gaurang Parikh,35,Female,11/3/2024
532,Chatresh Mann,53,Male,6/18/2024
533,Jason Char,21,Male,4/9/2024
534,Devansh Pant,42,Male,8/1/2024
535,Falguni Krish,19,Female,8/27/2024
536,Faqid Modi,50,Male,3/17/2022
537,Yahvi Kurian,25,Female,4/12/2022
538,Yachana Chhabra,61,Female,8/10/2024
539,Ayaan Mistry,30,Male,6/20/2023
540,Libni Thaker,51,Female,12/10/2023
541,Wakeeta Sarna,27,Female,8/5/2022
542,Chandran Kaul,63,Male,9/12/2023
543,Bhavna Oak,23,Male,3/19/2024
544,Parth Deo,46,Female,12/26/2024
545,Abdul Jani,50,Male,9/24/2022
546,Qabil Parsa,52,Male,10/2/2023
547,Chaaya Choudhary,40,Male,10/12/2024
548,Ekapad Bali,40,Female,12/28/2024
549,David Sant,40,Female,8/25/2023
550,Isaac Shukla,57,Female,3/8/2024
551,Varenya Shetty,57,Male,2/12/2023
552,Pahal Sahota,48,Male,6/26/2024
553,Azad Kala,62,Female,11/24/2023
554,Chaman Chaudhuri,51,Male,6/18/2023
555,Lila Sankaran,33,Female,8/24/2023
556,Kamala Sule,42,Female,3/26/2023
557,Falak Upadhyay,39,Male,3/1/2023
558,Amara Rajagopal,38,Female,8/6/2023
559,Gaurika Krishnamurthy,48,Male,9/27/2023
560,Pranit Lalla,28,Male,7/23/2022
561,Caleb Dube,59,Female,9/28/2022
562,Pranit Issac,50,Female,11/20/2024
563,Nidra Borah,24,Female,10/7/2024
564,Darpan Banik,39,Female,3/3/2022
565,Harita Palan,57,Female,9/9/2022
566,Libni Chatterjee,58,Female,5/22/2024
567,Yashoda Gupta,56,Male,12/12/2024
568,Kevin Dada,53,Female,9/15/2023
569,Ekapad Goyal,54,Female,12/18/2022
570,Liam Swamy,43,Male,5/23/2024
571,Mason Grover,29,Male,3/24/2022
572,Harini Hegde,20,Female,5/31/2022
573,Gaurav Edwin,35,Female,11/6/2024
574,Xiti Vaidya,36,Female,4/2/2024
575,Aadi Roy,42,Male,2/23/2023
576,Janya Walla,44,Male,11/3/2024
577,Zilmil Choudhry,52,Male,10/14/2024
578,Rajata Dada,18,Male,11/23/2022
579,Jalsa Mishra,32,Male,6/24/2024
580,Bhavika Varty,59,Male,12/8/2024
581,Omaja Vala,21,Female,6/8/2023
582,Nachiket Bhargava,41,Female,3/17/2024
583,Liam Tak,35,Male,5/13/2023
584,Oni Misra,29,Male,8/24/2022
585,Azaan Mammen,54,Male,9/28/2023
586,Dayamai Bhavsar,37,Female,11/16/2024
587,Yagnesh Rege,33,Female,3/31/2023
588,Orinder Gill,61,Male,1/25/2023
589,Krishna Grover,55,Male,10/10/2022
590,Damini Chacko,50,Female,7/2/2022
591,Ranbir Kar,61,Female,7/7/2022
592,Eiravati Ravi,48,Male,3/20/2022
593,Ojasvi Basak,32,Male,1/29/2025
594,Yasti Khosla,36,Female,8/12/2024
595,Barkha Srinivas,48,Male,7/28/2022
596,Ekavir Morar,43,Male,2/2/2023
597,Megha Basu,50,Male,9/19/2022
598,Warjas Chand,19,Female,3/22/2022
599,Kashish Jha,44,Male,3/4/2024
600,Krishna Tella,36,Male,5/29/2023
601,Krisha Chander,53,Female,4/5/2023
602,Aditya Ramesh,40,Female,6/21/2023
603,Hemal Choudhury,21,Female,3/22/2022
604,Maanav Dayal,59,Male,12/9/2024
605,Saumya Patla,58,Male,10/7/2024
